name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Honey Bee,Blake Shelton,Red River Blue (Deluxe Edition),60,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720,4,country
I Don't Dance,Lee Brice,I Don't Dance (Deluxe Edition),63,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,country
Mine Would Be You,Blake Shelton,Based on a True Story... (Deluxe Edition),55,0.572,0.529,0,-6.897,1,0.0282,0.146,0.0,0.335,0.321,139.876,239507,4,country
Buy Me a Boat,Chris Janson,Buy Me a Boat,64,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,4,country
Done,Chris Janson,Real Friends,55,0.565,0.835,9,-3.379,1,0.0335,0.34,0.0,0.0726,0.763,105.007,220120,4,country
Undo It,Carrie Underwood,Play On,58,0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,177253,4,country
Roller Coaster,Luke Bryan,Crash My Party,57,0.602,0.79,8,-4.46,1,0.0355,0.026,7.43e-05,0.162,0.274,108.008,259080,4,country
Burning Man,Dierks Bentley,The Mountain,62,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,238493,4,country
Hometown Girl,Josh Turner,Deep South,60,0.502,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.902,215080,4,country
Whatever She's Got,David Nail,I'm A Fire,61,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4,country
Days Go By,Keith Urban,Be Here,56,0.589,0.892,2,-3.197,1,0.0365,0.0633,0.0,0.149,0.76,131.951,224630,4,country
Even If It Breaks Your Heart,Eli Young Band,Life At Best,64,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,220520,4,country
She Won't Be Lonely Long,Clay Walker,She Won't Be Lonely Long,59,0.635,0.758,7,-5.772,1,0.0243,0.00643,0.0,0.229,0.322,113.002,209253,4,country
That's How Country Boys Roll,Billy Currington,Little Bit Of Everything,47,0.677,0.919,2,-3.009,1,0.0344,0.054,1.48e-06,0.113,0.902,120.961,224267,4,country
Smoke A Little Smoke,Eric Church,Carolina,0,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4,country
Blue Ain't Your Color,Keith Urban,Ripcord,65,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3,country
Down To The Honkytonk,Jake Owen,Greetings From...Jake,62,0.634,0.808,3,-4.12,1,0.0517,0.192,0.0,0.0898,0.937,82.016,186867,4,country
How Country Feels,Randy Houser,How Country Feels,65,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,185907,4,country
Drink to That All Night,Jerrod Niemann,High Noon,58,0.639,0.846,9,-6.184,0,0.0439,0.0325,0.0,0.116,0.475,115.965,224813,4,country
Barefoot Blue Jean Night,Jake Owen,Barefoot Blue Jean Night,68,0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017,167427,4,country
May We All,Florida Georgia Line,Dig Your Roots,65,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4,country
Last Shot,Kip Moore,SLOWHEART,54,0.487,0.859,4,-4.403,1,0.0488,0.00204,0.0,0.322,0.377,148.037,228480,4,country
Anywhere With You,Jake Owen,Barefoot Blue Jean Night,55,0.475,0.936,5,-2.545,1,0.0413,0.0418,0.0,0.0873,0.598,151.988,209587,4,country
Kiss My Country Ass,Rhett Akins,Kiss My Country Ass,38,0.569,0.721,7,-5.099,1,0.036,0.0452,0.0,0.08,0.579,90.037,251800,4,country
Who Wouldn't Wanna Be Me,Keith Urban,Greatest Hits,48,0.666,0.817,2,-6.072,1,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,221120,4,country
God Love Her,Toby Keith,That Don't Make Me a Bad Guy,52,0.551,0.919,10,-3.895,1,0.0529,0.133,8.36e-05,0.0637,0.432,125.025,216627,4,country
Baby Be My Love Song,Easton Corbin,About To Get Real,50,0.488,0.713,0,-6.148,1,0.0472,0.0569,0.0,0.305,0.483,167.973,199747,4,country
Angel Eyes,Love and Theft,Love and Theft,57,0.656,0.696,8,-5.917,1,0.0261,0.0134,0.0,0.0753,0.966,108.015,186627,4,country
All-American Girl,Carrie Underwood,Carnival Ride,60,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,212173,4,country
Chillin' It,Cole Swindell,Cole Swindell,60,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,196747,4,country
Amarillo Sky,Jason Aldean,Jason Aldean,58,0.491,0.776,2,-3.887,1,0.0393,0.314,0.0,0.146,0.428,154.988,202547,4,country
Long Hot Summer,Keith Urban,Get Closer (Deluxe Version),57,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587,4,country
Homegrown,Zac Brown Band,JEKYLL + HYDE,0,0.711,0.801,6,-3.742,1,0.029,0.0244,0.000113,0.135,0.956,105.006,205000,4,country
Give It All We Got Tonight,George Strait,Love Is Everything,56,0.577,0.649,7,-7.031,1,0.027,0.253,5.03e-06,0.0798,0.339,130.313,251333,4,country
Pretty Heart,Parker McCollum,Pretty Heart,62,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,244798,4,country
I'll Name the Dogs,Blake Shelton,Texoma Shore,58,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,183640,4,country
Country Must Be Country Wide,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),55,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,214827,4,country
Ain’t Worth The Whiskey,Cole Swindell,NOW That's What I Call Country #1s,17,0.427,0.745,2,-3.866,1,0.0317,0.0329,0.0,0.139,0.507,153.606,190587,4,country
Better Man,Little Big Town,NOW That's What I Call Country Vol. 10 (Deluxe Edition),12,0.524,0.775,5,-4.236,1,0.0369,0.0925,8.16e-06,0.353,0.465,143.92,259493,4,country
DONE.,The Band Perry,Pioneer,50,0.65,0.89,1,-2.995,1,0.0366,0.322,0.0,0.0543,0.757,100.053,205267,4,country
Cruise,Florida Georgia Line,Here's To The Good Times,68,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4,country
Burnin' It Down,Jason Aldean,"Old Boots, New Dirt",62,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4,country
It's Five O'Clock Somewhere (with Jimmy Buffett),Alan Jackson,Playlist: The Very Best Of Alan Jackson,61,0.713,0.768,2,-6.702,1,0.0363,0.22,0.0,0.177,0.878,125.203,230267,4,country
Roll With It,Easton Corbin,Easton Corbin,55,0.709,0.654,5,-7.753,1,0.0267,0.106,0.0,0.277,0.488,119.989,207587,4,country
Bottoms Up,Brantley Gilbert,Just As I Am,61,0.474,0.857,7,-5.734,1,0.0435,0.113,0.0,0.134,0.545,170.006,220200,4,country
Suds in the Bucket,Sara Evans,Restless,64,0.511,0.903,10,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,227267,4,country
Fix a Drink,Chris Janson,EVERYBODY,57,0.563,0.887,1,-5.013,1,0.0857,0.0297,0.0,0.352,0.794,158.05,188933,4,country
Drunk On You,Luke Bryan,Tailgates & Tanlines,0,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,213547,4,country
Rain Is A Good Thing,Luke Bryan,Doin' My Thing,65,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4,country
Country Man,Luke Bryan,I'll Stay Me,45,0.739,0.836,4,-4.433,1,0.0307,0.031,0.0,0.494,0.858,120.001,190227,4,country
"John Cougar, John Deere, John 3:16",Keith Urban,Ripcord,54,0.694,0.779,0,-6.984,1,0.071,0.0688,3.99e-06,0.0803,0.594,84.975,221600,4,country
"Sunrise, Sunburn, Sunset",Luke Bryan,What Makes You Country,60,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4,country
My Kinda Party,Jason Aldean,My Kinda Party,61,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4,country
Better Dig Two,The Band Perry,Pioneer,57,0.64,0.669,7,-5.17,1,0.0519,0.413,0.0,0.0779,0.646,155.844,194680,4,country
If I Die Young,The Band Perry,The Band Perry,65,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,country
Day Drinking,Little Big Town,Pain Killer,56,0.591,0.959,9,-2.515,1,0.057,0.103,0.0,0.779,0.86,163.883,178840,4,country
Remind Me (with Carrie Underwood),Brad Paisley,This Is Country Music,56,0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,271907,4,country
Daddy Won't Sell the Farm,Montgomery Gentry,Tattoos & Scars,34,0.708,0.728,7,-7.039,1,0.0298,0.011,2.26e-05,0.0556,0.704,119.881,258640,4,country
Wasted,Carrie Underwood,Some Hearts,51,0.548,0.775,8,-3.285,1,0.0306,0.0936,0.0,0.0721,0.311,94.998,274267,4,country
Just A Kiss,Lady A,Own The Night,61,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,218840,4,country
Hey Girl,Billy Currington,We Are Tonight,56,0.548,0.673,1,-5.29,1,0.0268,0.0158,0.0,0.0794,0.652,81.947,200533,4,country
The Truth,Jason Aldean,Wide Open,58,0.496,0.577,9,-5.305,1,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413,4,country
I See You,Luke Bryan,Crash My Party,55,0.657,0.821,6,-3.388,1,0.0352,0.0838,0.0,0.0457,0.714,130.002,185987,4,country
Drinking Class,Lee Brice,I Don't Dance (Deluxe Edition),58,0.663,0.53,1,-9.763,1,0.0301,0.0886,0.0,0.154,0.269,109.003,207347,4,country
Get Your Shine On,Florida Georgia Line,Here's To The Good Times,58,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4,country
Mercy,Brett Young,Brett Young,64,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,4,country
Take Me There,Rascal Flatts,Still Feels Good,41,0.499,0.857,4,-4.501,1,0.0374,0.00476,0.0,0.102,0.324,83.977,266587,4,country
Night Train,Jason Aldean,Night Train,59,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,232307,4,country
Somewhere On A Beach,Dierks Bentley,Black,61,0.569,0.638,7,-6.557,1,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120,4,country
Johnny & June,Heidi Newfield,What Am I Waiting For,55,0.592,0.515,5,-6.486,1,0.0299,0.458,1.28e-06,0.116,0.269,141.949,218453,4,country
This Is How We Roll,Florida Georgia Line,Here's To The Good Times...This Is How We Roll,67,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220907,4,country
Round Here Buzz,Eric Church,Mr. Misunderstood,58,0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,214627,4,country
I Run To You,Lady A,Lady Antebellum,57,0.655,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.378,113.964,256013,4,country
Round Here,Florida Georgia Line,Here's To The Good Times,47,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4,country
On My Way to You,Cody Johnson,Ain't Nothin' to It,62,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4,country
Straight To Hell,Darius Rucker,When Was The Last Time,52,0.578,0.823,5,-4.47,1,0.0342,0.0435,0.0,0.767,0.435,115.114,253787,4,country
Shuttin' Detroit Down,John Rich,Son Of A Preacher Man,29,0.512,0.76,7,-2.507,1,0.0311,0.292,0.0,0.189,0.584,167.884,241640,4,country
Long Live,Florida Georgia Line,Long Live,0,0.612,0.842,7,-3.547,1,0.0372,0.185,0.0,0.151,0.596,129.973,152373,4,country
Gettin' You Home,Chris Young,The Man I Want To Be,63,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966,212133,4,country
Lights Come On,Jason Aldean,They Don't Know,57,0.567,0.839,6,-4.048,0,0.0698,0.0489,0.0,0.103,0.903,160.062,194507,4,country
Gimmie That Girl,Joe Nichols,Old Things New,56,0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453,4,country
Must Be Doin' Somethin' Right,Billy Currington,Doin' Somethin' Right,62,0.489,0.647,9,-3.424,1,0.027,0.205,0.0,0.0504,0.436,167.792,269587,4,country
A Different World,Bucky Covington,Bucky Covington,54,0.62,0.686,9,-5.027,1,0.0276,0.0327,0.0,0.101,0.464,128.962,208573,4,country
Right Where I Need To Be,Gary Allan,Smoke Rings In The Dark (Deluxe Edition),59,0.522,0.747,1,-4.789,1,0.0297,0.235,1.06e-05,0.0964,0.645,82.85,182103,4,country
Amazed,Lonestar,Lonely Grill,68,0.561,0.543,1,-8.498,1,0.0324,0.26,0.0,0.124,0.243,139.803,240867,4,country
What About Now,Lonestar,Lonely Grill,48,0.663,0.819,4,-7.464,1,0.0335,0.147,0.0,0.0915,0.73,125.878,210000,4,country
Fast Cars And Freedom,Rascal Flatts,Feels Like Today,55,0.616,0.824,3,-4.842,0,0.03,0.0135,2.13e-05,0.108,0.623,117.954,262187,4,country
Red Solo Cup,Toby Keith,Clancy's Tavern,62,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,223387,4,country
You Should Be Here,Cole Swindell,You Should Be Here,59,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4,country
Gone,Montgomery Gentry,You Do Your Thing,48,0.647,0.901,7,-5.138,1,0.0437,0.0172,1.35e-06,0.0527,0.581,118.957,250040,4,country
After A Few,Travis Denning,After A Few,58,0.617,0.849,10,-4.316,0,0.0355,0.0146,0.0,0.194,0.695,106.998,213493,4,country
Love You Too Late,Cole Swindell,All of It,53,0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720,4,country
Made For You,Jake Owen,Greetings From...Jake,65,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4,country
Wagon Wheel,Old Crow Medicine Show,O.C.M.S.,0,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,232133,4,country
Cover Me Up,Jason Isbell,Southeastern,57,0.429,0.093,3,-15.944,1,0.0433,0.882,0.00703,0.111,0.208,129.661,293973,3,country
Bartender,Lady A,747,60,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.011,198267,4,country
Southern Girl,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),47,0.731,0.772,7,-4.559,1,0.0258,0.0407,0.0,0.449,0.928,110.04,255480,4,country
Out Of My Mind,Vince Gill,These Days,11,0.648,0.528,2,-6.704,1,0.025,0.593,5.01e-05,0.13,0.691,103.035,197680,4,country
It Goes Like This,Thomas Rhett,It Goes Like This,60,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080,4,country
Crash My Party,Luke Bryan,Crash My Party,58,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,234760,4,country
Made in America,Toby Keith,Clancy's Tavern,56,0.497,0.701,9,-5.996,1,0.0306,0.0507,0.0,0.103,0.376,172.126,193133,4,country
Caught Up In The Country,Rodney Atkins,Caught Up In The Country,58,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,160991,4,country
Thank a Farmer,James Wesley,Thank a Farmer,18,0.47,0.755,0,-3.932,1,0.0328,0.0337,9.2e-05,0.101,0.545,147.786,215802,4,country
Didn't I,James Wesley,Didn't I,20,0.593,0.901,11,-3.957,1,0.0375,0.249,3.64e-06,0.155,0.389,121.943,206773,4,country
Think a Little Less,Michael Ray,Michael Ray,50,0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,176987,4,country
19 Somethin' - Greatest Hits Version,Mark Wills,Greatest Hits,58,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,200467,4,country
Road Less Traveled,Lauren Alaina,Road Less Traveled,60,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,4,country
5-1-5-0,Dierks Bentley,Home,62,0.554,0.849,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.683,116.992,182893,4,country
I Like The Sound Of That,Rascal Flatts,Rewind,60,0.611,0.8,0,-5.61,1,0.0377,0.257,0.0,0.194,0.527,89.974,209280,4,country
I Drive Your Truck,Lee Brice,Hard 2 Love,56,0.51,0.649,11,-6.215,1,0.0348,0.0978,0.00206,0.119,0.118,141.963,234840,4,country
Where Were You (When the World Stopped Turning),Alan Jackson,34 Number Ones,44,0.623,0.387,0,-9.537,1,0.0316,0.549,0.0,0.0764,0.189,115.362,305093,4,country
Why,Jason Aldean,Jason Aldean,53,0.568,0.695,9,-3.828,1,0.0294,0.0688,0.0,0.15,0.218,135.926,213733,4,country
My Front Porch Looking In,Lonestar,Playlist: The Very Best Of Lonestar,53,0.529,0.811,5,-5.62,1,0.0511,0.0317,0.0,0.311,0.454,102.703,223573,4,country
If You're Reading This,Tim McGraw,Let It Go,49,0.305,0.304,11,-8.383,1,0.0285,0.823,0.0,0.67,0.341,145.49,252720,4,country
Wanna Be That Song,Brett Eldredge,Illinois,56,0.518,0.686,9,-4.911,1,0.0313,0.114,0.0,0.114,0.334,144.065,236227,4,country
Please Remember Me,Tim McGraw,A Place In The Sun,43,0.465,0.54,1,-7.097,1,0.0277,0.177,2.82e-06,0.106,0.234,75.88,296333,4,country
Talladega,Eric Church,The Outsiders,61,0.586,0.677,1,-8.343,1,0.0294,0.043,0.0936,0.0884,0.562,144.001,262280,4,country
She Couldn't Change Me,Montgomery Gentry,Carrying On,44,0.67,0.823,5,-10.592,1,0.033,0.00436,0.000192,0.318,0.787,117.44,260133,4,country
On My Highway,Jason Aldean,Wide Open,34,0.516,0.484,1,-5.346,1,0.0284,0.485,0.0,0.11,0.344,148.442,226880,4,country
Paint Me A Birmingham,Tracy Lawrence,Strong,57,0.545,0.428,6,-9.388,1,0.0279,0.319,0.0,0.114,0.335,131.784,228173,4,country
You,Chris Young,Neon,56,0.708,0.708,6,-5.12,0,0.0266,0.316,0.0,0.361,0.667,95.031,164520,4,country
I Hope You Dance,Lee Ann Womack,I Hope You Dance,63,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,294533,4,country
Night's On Fire,David Nail,Fighter,54,0.54,0.776,4,-4.155,1,0.043,0.243,0.0,0.378,0.784,164.046,189733,4,country
Don't You Wanna Stay (with Kelly Clarkson),Jason Aldean,My Kinda Party,58,0.445,0.631,11,-4.798,1,0.0304,0.129,0.0,0.0911,0.152,143.846,256440,4,country
Drunk On A Plane,Dierks Bentley,RISER,65,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467,4,country
Pickin' Wildflowers,Keith Anderson,Three Chord Country and American Rock & Roll,59,0.561,0.716,8,-3.341,1,0.0291,0.0353,0.0,0.122,0.667,152.089,185920,4,country
Tequila Little Time,Jon Pardi,Heartache Medication,59,0.757,0.705,2,-5.084,1,0.0252,0.0375,5.8e-06,0.114,0.855,104.972,207161,4,country
Crazy Girl,Eli Young Band,Life At Best,68,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,3,country
The Boys of Fall,Kenny Chesney,Hemingway's Whiskey,49,0.503,0.648,7,-6.243,1,0.027,0.227,0.00124,0.378,0.39,147.942,391853,4,country
Just Another Day In Paradise,Phil Vassar,Phil Vassar,55,0.596,0.706,2,-5.562,1,0.0261,0.359,0.0,0.36,0.705,146.095,233880,4,country
Read Me My Rights,Brantley Gilbert,Just As I Am (Platinum Edition),54,0.424,0.945,1,-4.785,1,0.0748,0.00467,0.000602,0.0806,0.579,174.029,234880,4,country
What Kinda Gone,Chris Cagle,My Life's Been A Country Song,59,0.494,0.861,5,-5.236,1,0.0365,0.257,0.0,0.103,0.668,172.052,181613,4,country
We Are Tonight,Billy Currington,We Are Tonight,60,0.559,0.812,11,-5.347,1,0.0371,0.0323,0.0,0.195,0.472,127.911,232107,4,country
Stay,Florida Georgia Line,Here's To The Good Times,58,0.494,0.936,1,-2.989,1,0.0418,0.0744,0.0,0.148,0.582,141.939,199320,4,country
Real Good Man,Tim McGraw,Tim McGraw And The Dancehall Doctors,40,0.56,0.827,2,-5.393,1,0.0266,0.00986,1.13e-05,0.328,0.639,89.93,254600,4,country
Lettin' The Night Roll,Justin Moore,Off The Beaten Path (Deluxe Edition),52,0.542,0.859,2,-5.137,1,0.0424,0.0873,0.0,0.145,0.637,140.9,203120,4,country
Backroad Song,Granger Smith,Remington,56,0.488,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.751,174.006,236787,4,country
Like a Cowboy,Randy Houser,How Country Feels,48,0.511,0.687,1,-4.328,1,0.0326,0.254,2.49e-06,0.108,0.172,139.995,262133,4,country
Drinkin' Beer And Wastin' Bullets,Luke Bryan,Doin' My Thing,49,0.493,0.75,7,-4.748,0,0.0327,0.0126,1.73e-05,0.097,0.246,131.984,259599,4,country
Ballad Of A Southern Man,Whiskey Myers,Firewater,62,0.605,0.53,7,-6.566,1,0.0261,0.432,0.0,0.095,0.38,73.986,220187,1,country
What Do Ya Think About That,Montgomery Gentry,Some People Change,51,0.592,0.795,7,-6.13,1,0.0291,0.0504,6.35e-06,0.0852,0.705,157.067,217947,4,country
Cheatin’ Songs,Midland,Let It Roll,55,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,215033,4,country
Redneck Side of Me,Jamey Johnson,The Dollar,46,0.479,0.718,2,-4.271,1,0.0368,0.0344,0.0,0.282,0.398,149.576,245333,4,country
I'm Already There,Lonestar,I'm Already There,55,0.377,0.395,3,-8.622,1,0.0332,0.61,0.0,0.295,0.221,133.296,253373,4,country
Cattleman's Gun,Dean Brody,Dean Brody,51,0.604,0.636,10,-6.535,1,0.044,0.266,0.0,0.167,0.424,147.909,250547,4,country
Do I,Luke Bryan,Doin' My Thing,61,0.581,0.691,9,-5.33,1,0.0333,0.257,0.0,0.11,0.299,137.985,239413,4,country
Just Got Started Lovin' You,James Otto,Sunset Man (Standard Version),59,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,234640,4,country
Little Red Rodeo,Phil Vassar,Greatest Hits Volume 1,45,0.63,0.729,0,-5.191,1,0.0331,0.148,0.0,0.292,0.64,126.984,203314,4,country
Redneck Woman,Gretchen Wilson,Here For The Party,61,0.499,0.825,6,-5.146,1,0.177,0.13,0.0,0.306,0.753,185.069,221333,4,country
Follow Your Arrow,Kacey Musgraves,Same Trailer Different Park,63,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,199640,4,country
Country Girl (Shake It For Me),Luke Bryan,Tailgates & Tanlines,2,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4,country
That's My Kind Of Night,Luke Bryan,Crash My Party,69,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,190187,4,country
When It Rains It Pours,Luke Combs,This One's for You,76,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4,country
Redneck Crazy,Tyler Farr,Redneck Crazy,55,0.487,0.667,7,-4.216,0,0.0309,0.153,0.0,0.161,0.463,145.854,216040,4,country
Tennessee Whiskey,Chris Stapleton,Traveller,79,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4,country
Cold As You,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),68,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,186107,4,country
Chasin' You,Morgan Wallen,If I Know Me,78,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4,country
Whiskey Glasses,Morgan Wallen,If I Know Me,78,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,country
We Back,Jason Aldean,9,52,0.433,0.928,4,-5.117,0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160,4,country
I Wanna Talk About Me,Toby Keith,Pull My Chain,58,0.765,0.87,5,-5.191,1,0.0499,0.168,0.0,0.125,0.684,106.06,183960,4,country
We Went,Randy Houser,Fired Up,55,0.646,0.882,4,-3.77,0,0.0371,0.097,0.0,0.311,0.544,101.997,179360,4,country
Up Down (feat. Florida Georgia Line),Morgan Wallen,If I Know Me,0,0.588,0.885,6,-3.046,1,0.0346,0.0788,0.0,0.175,0.786,129.933,198120,4,country
Anything Goes,Florida Georgia Line,Anything Goes,61,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4,country
Sun Daze,Florida Georgia Line,Anything Goes,60,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707,4,country
Everyone's a Rebel 'Til They Fall in Love,Caroline Jones,Antipodes,54,0.691,0.713,4,-4.421,1,0.048,0.00991,0.0,0.157,0.774,107.523,199559,4,country
